EVENT DATE,PREVIOUS DATE,NEXT DATE,NEXT WEEK DATE,STOCK,EVENT,EVENT TYPE,PRE EVENT PRICE,POST EVENT PRICE,NEXT WEEK PRICE,NEXT DAY RETURN,PRE EVENT TO NEXT WEEK RETURN,POST EVENT TO NEXT WEEK RETURN,REVERSAL FROM PRE EVENT PRICE,REVERSAL FROM POST EVENT PRICE
19-07-2019,18-07-2019,22-07-2019,26-07-2019,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
20-07-2019,19-07-2019,22-07-2019,26-07-2019,HDFCBANK,Quarterly Results & Sp. Interim Dividend,Micro Economic,,,,,,,,
20-07-2019,19-07-2019,22-07-2019,26-07-2019,AXISBANK,Explore the option of raising funds by issue of equity shares/ depository receipts and/or any other instruments or securities.,Micro Economic,,,,,,,,
23-07-2019,22-07-2019,24-07-2019,30-07-2019,LT,Quarterly Results,Micro Economic,,,,,,,,
27-07-2019,26-07-2019,29-07-2019,02-08-2019,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
30-07-2019,29-07-2019,31-07-2019,06-08-2019,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
02-08-2019,01-08-2019,05-08-2019,09-08-2019,ITC,Quarterly Results,Micro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-08-2019,06-08-2019,08-08-2019,14-08-2019,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,HDFCBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,RELIANCE,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,ICICIBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,INFY,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,TCS,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,LT,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,ITC,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
13-08-2019,12-08-2019,14-08-2019,20-08-2019,AXISBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,HDFCBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,RELIANCE,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,ICICIBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,INFY,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,TCS,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,LT,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,ITC,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
21-08-2019,20-08-2019,22-08-2019,28-08-2019,AXISBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,HDFCBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,RELIANCE,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,ICICIBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,INFY,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,TCS,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,LT,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,ITC,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
30-08-2019,29-08-2019,02-09-2019,06-09-2019,AXISBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,HDFCBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,RELIANCE,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,ICICIBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,INFY,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,TCS,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,LT,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,ITC,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
12-09-2019,11-09-2019,13-09-2019,19-09-2019,AXISBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-10-2019,03-10-2019,07-10-2019,11-10-2019,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
10-10-2019,09-10-2019,11-10-2019,17-10-2019,TCS,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
11-10-2019,10-10-2019,14-10-2019,18-10-2019,INFY,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,HDFCBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,RELIANCE,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,ICICIBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,INFY,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,TCS,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,LT,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,ITC,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
14-10-2019,11-10-2019,15-10-2019,21-10-2019,AXISBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,HDFCBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,RELIANCE,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,ICICIBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,INFY,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,TCS,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,LT,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,ITC,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,AXISBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
18-10-2019,17-10-2019,21-10-2019,25-10-2019,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
19-10-2019,18-10-2019,21-10-2019,25-10-2019,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
21-10-2019,18-10-2019,22-10-2019,28-10-2019,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
22-10-2019,21-10-2019,23-10-2019,29-10-2019,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
23-10-2019,22-10-2019,24-10-2019,30-10-2019,LT,Quarterly Results,Micro Economic,,,,,,,,
24-10-2019,23-10-2019,25-10-2019,31-10-2019,ITC,Quarterly Results,Micro Economic,,,,,,,,
26-10-2019,25-10-2019,28-10-2019,01-11-2019,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,HDFCBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,RELIANCE,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,ICICIBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,INFY,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,TCS,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,LT,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,ITC,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
13-11-2019,12-11-2019,14-11-2019,20-11-2019,AXISBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,HDFCBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,RELIANCE,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,ICICIBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,INFY,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,TCS,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,LT,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,ITC,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
29-11-2019,28-11-2019,02-12-2019,06-12-2019,AXISBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-12-2019,04-12-2019,06-12-2019,12-12-2019,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,HDFCBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,RELIANCE,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,ICICIBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,INFY,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,TCS,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,LT,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,ITC,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-12-2019,11-12-2019,13-12-2019,19-12-2019,AXISBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,HDFCBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,RELIANCE,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,ICICIBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,INFY,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,TCS,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,LT,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,ITC,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
19-12-2019,18-12-2019,20-12-2019,26-12-2019,AXISBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
10-01-2020,09-01-2020,13-01-2020,17-01-2020,INFY,Quarterly Results,Micro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,HDFCBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,RELIANCE,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,ICICIBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,INFY,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,TCS,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,LT,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,ITC,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
13-01-2020,10-01-2020,14-01-2020,20-01-2020,AXISBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
17-01-2020,16-01-2020,20-01-2020,24-01-2020,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
17-01-2020,16-01-2020,20-01-2020,24-01-2020,TCS,Quarterly Results & 3rd Interim Dividend,Micro Economic,,,,,,,,
18-01-2020,17-01-2020,20-01-2020,24-01-2020,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
22-01-2020,21-01-2020,23-01-2020,29-01-2020,LT,Quarterly Results,Micro Economic,,,,,,,,
22-01-2020,21-01-2020,23-01-2020,29-01-2020,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
25-01-2020,24-01-2020,27-01-2020,31-01-2020,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,HDFCBANK,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,RELIANCE,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,ICICIBANK,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,INFY,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,TCS,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,LT,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,ITC,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,AXISBANK,Fiscal Year GDP Growth Final 2018-19,Macro Economic,,,,,,,,
31-01-2020,30-01-2020,03-02-2020,07-02-2020,ITC,Quarterly Results,Micro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,HDFCBANK,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,RELIANCE,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,ICICIBANK,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,INFY,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,TCS,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,LT,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,ITC,Union Budget 2020,Macro Economic,,,,,,,,
01-02-2020,31-01-2020,03-02-2020,07-02-2020,AXISBANK,Union Budget 2020,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
06-02-2020,05-02-2020,07-02-2020,13-02-2020,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,HDFCBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,RELIANCE,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,ICICIBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,INFY,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,TCS,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,LT,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,ITC,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
12-02-2020,11-02-2020,13-02-2020,19-02-2020,AXISBANK,Inflation Rate YoY JAN,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,HDFCBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,RELIANCE,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,ICICIBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,INFY,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,TCS,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,LT,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,ITC,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
20-02-2020,19-02-2020,21-02-2020,27-02-2020,AXISBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,HDFCBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,RELIANCE,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,ICICIBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,INFY,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,TCS,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,LT,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,ITC,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
28-02-2020,27-02-2020,02-03-2020,06-03-2020,AXISBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,HDFCBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,RELIANCE,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,ICICIBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,INFY,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,TCS,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,LT,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,ITC,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
12-03-2020,11-03-2020,13-03-2020,19-03-2020,AXISBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,HDFCBANK,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,RELIANCE,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,ICICIBANK,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,INFY,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,TCS,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,LT,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,ITC,RBI Press Conference,Macro Economic,,,,,,,,
16-03-2020,13-03-2020,17-03-2020,23-03-2020,AXISBANK,RBI Press Conference,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
27-03-2020,26-03-2020,30-03-2020,03-04-2020,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-04-2020,01-04-2020,03-04-2020,09-04-2020,RELIANCE,To consider raising of funds,Micro Economic,,,,,,,,
09-04-2020,08-04-2020,10-04-2020,16-04-2020,LT,To consider raising of funds,Micro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,HDFCBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,HDFCBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,RELIANCE,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,RELIANCE,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,ICICIBANK,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,ICICIBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,INFY,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,INFY,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,TCS,Monetary Policy Meeting Minutes,Macro Economic,,,,,,,,
13-04-2020,10-04-2020,14-04-2020,20-04-2020,TCS,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
