EVENT DATE,PREVIOUS DATE,NEXT DATE,NEXT WEEK DATE,STOCK,EVENT,EVENT TYPE,PRE EVENT PRICE,POST EVENT PRICE,NEXT WEEK PRICE,NEXT DAY RETURN,PRE EVENT TO NEXT WEEK RETURN,POST EVENT TO NEXT WEEK RETURN,REVERSAL FROM PRE EVENT PRICE,REVERSAL FROM POST EVENT PRICE
12-03-2015,11-03-2015,13-03-2015,19-03-2015,AXISBANK,Inflation Rate YoY FEB,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
07-04-2015,06-04-2015,08-04-2015,14-04-2015,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,HDFCBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,RELIANCE,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,ICICIBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,INFY,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,TCS,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,LT,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,ITC,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
13-04-2015,10-04-2015,14-04-2015,20-04-2015,AXISBANK,Inflation Rate YoY MAR,Macro Economic,,,,,,,,
16-04-2015,15-04-2015,17-04-2015,23-04-2015,TCS,Audited Results & Final Dividend,Micro Economic,,,,,,,,
17-04-2015,16-04-2015,20-04-2015,24-04-2015,RELIANCE,Audited Results & Dividend,Micro Economic,,,,,,,,
23-04-2015,22-04-2015,24-04-2015,30-04-2015,HDFCBANK,Audited Results & Dividend,Micro Economic,,,,,,,,
24-04-2015,23-04-2015,27-04-2015,01-05-2015,INFY,Audited Results & Final Dividend,Micro Economic,,,,,,,,
27-04-2015,24-04-2015,28-04-2015,04-05-2015,ICICIBANK,Audited Results & Dividend,Micro Economic,,,,,,,,
29-04-2015,28-04-2015,30-04-2015,06-05-2015,AXISBANK,Audited Results & Dividend,Micro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,HDFCBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,RELIANCE,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,ICICIBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,INFY,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,TCS,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,LT,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,ITC,Inflation Rate YoY APR,Macro Economic,,,,,,,,
12-05-2015,11-05-2015,13-05-2015,19-05-2015,AXISBANK,Inflation Rate YoY APR,Macro Economic,,,,,,,,
22-05-2015,21-05-2015,25-05-2015,29-05-2015,ITC,Audited Results & Dividend,Micro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,HDFCBANK,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,RELIANCE,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,ICICIBANK,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,INFY,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,TCS,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,LT,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,ITC,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
29-05-2015,28-05-2015,01-06-2015,05-06-2015,AXISBANK,GDP Growth Rate YoY Q1,Macro Economic,,,,,,,,
30-05-2015,29-05-2015,01-06-2015,05-06-2015,LT,Audited Results & Dividend,Micro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-06-2015,01-06-2015,03-06-2015,09-06-2015,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
05-06-2015,04-06-2015,08-06-2015,12-06-2015,INFY,Appoints Mr. R. Seshasayee as Non-Executive Chairman of the Board & The Board of Directors accepted K.V. Kamath's resignation from his position as Chairman of the Board.,Micro Economic,,,,,,,,
09-06-2015,08-06-2015,10-06-2015,16-06-2015,ICICIBANK,Appointment of Non-Executive Chairman,Micro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,HDFCBANK,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,RELIANCE,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,ICICIBANK,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,INFY,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,TCS,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,LT,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,ITC,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
12-06-2015,11-06-2015,15-06-2015,19-06-2015,AXISBANK,Inflation Rate YoY MAY,Macro Economic,,,,,,,,
22-06-2015,19-06-2015,23-06-2015,29-06-2015,INFY," Granted 1,24,061 Restricted Stock Units (RSUs) to Dr. Vishal Sikka (CEO and Managing Director). The grant price of the RSU is Rs. 5/- per RSU.",Micro Economic,,,,,,,,
09-07-2015,08-07-2015,10-07-2015,16-07-2015,TCS,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,HDFCBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,RELIANCE,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,ICICIBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,INFY,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,TCS,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,LT,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,ITC,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
13-07-2015,10-07-2015,14-07-2015,20-07-2015,AXISBANK,Inflation Rate YoY JUN,Macro Economic,,,,,,,,
21-07-2015,20-07-2015,22-07-2015,28-07-2015,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
21-07-2015,20-07-2015,22-07-2015,28-07-2015,INFY,Quarterly Results,Micro Economic,,,,,,,,
24-07-2015,23-07-2015,27-07-2015,31-07-2015,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
24-07-2015,23-07-2015,27-07-2015,31-07-2015,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
30-07-2015,29-07-2015,31-07-2015,06-08-2015,ITC,Quarterly Results,Micro Economic,,,,,,,,
31-07-2015,30-07-2015,03-08-2015,07-08-2015,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
31-07-2015,30-07-2015,03-08-2015,07-08-2015,LT,Quarterly Results,Micro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
04-08-2015,03-08-2015,05-08-2015,11-08-2015,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,HDFCBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,RELIANCE,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,ICICIBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,INFY,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,TCS,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,LT,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,ITC,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
12-08-2015,11-08-2015,13-08-2015,19-08-2015,AXISBANK,Inflation Rate YoY JUL,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,HDFCBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,RELIANCE,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,ICICIBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,INFY,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,TCS,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,LT,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,ITC,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
31-08-2015,28-08-2015,01-09-2015,07-09-2015,AXISBANK,GDP Growth Rate YoY Q2,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,HDFCBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,RELIANCE,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,ICICIBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,INFY,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,TCS,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,LT,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,ITC,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
14-09-2015,11-09-2015,15-09-2015,21-09-2015,AXISBANK,Inflation Rate YoY AUG,Macro Economic,,,,,,,,
21-09-2015,18-09-2015,22-09-2015,28-09-2015,LT,"Appointment of Mr. S. N. Subrahmanyan as the Deputy Managing Director and President of the Company with effect from October 01, 2015.",Micro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
29-09-2015,28-09-2015,30-09-2015,06-10-2015,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,HDFCBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,RELIANCE,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,ICICIBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,INFY,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,TCS,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,LT,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,ITC,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,AXISBANK,Inflation Rate YoY SEP,Macro Economic,,,,,,,,
12-10-2015,09-10-2015,13-10-2015,19-10-2015,INFY,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
13-10-2015,12-10-2015,14-10-2015,20-10-2015,TCS,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
16-10-2015,15-10-2015,19-10-2015,23-10-2015,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
21-10-2015,20-10-2015,22-10-2015,28-10-2015,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
27-10-2015,26-10-2015,28-10-2015,03-11-2015,AXISBANK,"Quarterly Results, Re-appointment of Shri Prasad R. Menon as an Independent Director & Appointment of Shri Rakesh Makhija as an Additional Independent Director.",Micro Economic,,,,,,,,
30-10-2015,29-10-2015,02-11-2015,06-11-2015,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
30-10-2015,29-10-2015,02-11-2015,06-11-2015,LT,Quarterly Results,Micro Economic,,,,,,,,
30-10-2015,29-10-2015,02-11-2015,06-11-2015,ITC,"Quarterly Results, Appointment of Mr. Sanjiv Puri, currently President-FMCG, as Additional Wholetime Director & Approved the appointment of Mr. Rajiv Tandon, currently CFO, as Additional Wholetime Director.",Micro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,HDFCBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,RELIANCE,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,ICICIBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,INFY,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,TCS,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,LT,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,ITC,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
12-11-2015,11-11-2015,13-11-2015,19-11-2015,AXISBANK,Inflation Rate YoY OCT,Macro Economic,,,,,,,,
16-11-2015,13-11-2015,17-11-2015,23-11-2015,ICICIBANK,Appointment of Whole time Director,Micro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,HDFCBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,RELIANCE,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,ICICIBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,INFY,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,TCS,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,LT,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,ITC,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
30-11-2015,27-11-2015,01-12-2015,07-12-2015,AXISBANK,GDP Growth Rate YoY Q3,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
01-12-2015,30-11-2015,02-12-2015,08-12-2015,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,HDFCBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,RELIANCE,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,ICICIBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,INFY,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,TCS,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,LT,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,ITC,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
14-12-2015,11-12-2015,15-12-2015,21-12-2015,AXISBANK,Inflation Rate YoY NOV,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,HDFCBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,RELIANCE,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,ICICIBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,INFY,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,TCS,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,LT,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,ITC,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,AXISBANK,Inflation Rate YoY DEC,Macro Economic,,,,,,,,
12-01-2016,11-01-2016,13-01-2016,19-01-2016,TCS,Quarterly Results & Interim Dividend,Micro Economic,,,,,,,,
14-01-2016,13-01-2016,15-01-2016,21-01-2016,INFY,"Quarterly Results, Appointed Dr. Punita Kumar Sinha as an Independent Director & Re-appointed Prof. Jeffrey S. Lehman, Independent Director of the Company.",Micro Economic,,,,,,,,
19-01-2016,18-01-2016,20-01-2016,26-01-2016,RELIANCE,Quarterly Results,Micro Economic,,,,,,,,
20-01-2016,19-01-2016,21-01-2016,27-01-2016,AXISBANK,Quarterly Results,Micro Economic,,,,,,,,
22-01-2016,21-01-2016,25-01-2016,29-01-2016,ITC,Quarterly Results,Micro Economic,,,,,,,,
25-01-2016,22-01-2016,26-01-2016,01-02-2016,HDFCBANK,Quarterly Results,Micro Economic,,,,,,,,
28-01-2016,27-01-2016,29-01-2016,04-02-2016,ICICIBANK,Quarterly Results,Micro Economic,,,,,,,,
29-01-2016,28-01-2016,01-02-2016,05-02-2016,LT,Quarterly Results,Micro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,HDFCBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,RELIANCE,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,ICICIBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,INFY,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,TCS,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,LT,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,ITC,RBI Interest Rate Decision,Macro Economic,,,,,,,,
02-02-2016,01-02-2016,03-02-2016,09-02-2016,AXISBANK,RBI Interest Rate Decision,Macro Economic,,,,,,,,
08-02-2016,05-02-2016,09-02-2016,15-02-2016,HDFCBANK,GDP Growth Rate YoY Q4,Macro Economic,,,,,,,,
